,Date,Time,Theoretical_Power_Curve (KWh),Wind Direction (°),LV ActivePower (kW),Wind Speed (m/s)
63,2018-03-01,15:00:00,554.125899356235,212.351104736328,493.355590820312,5.78271722793579
64,2018-03-01,16:00:00,0.0,238.410293579101,-0.393067598342896,2.18588805198669
65,2018-03-01,17:00:00,110.97960389872298,241.97309875488202,0.0,3.9078109264373704
66,2018-03-01,18:00:00,304.953556101357,222.948898315429,262.80191040039,4.87110185623168
67,2018-03-01,19:00:00,1323.35126981466,205.577392578125,1155.17395019531,7.62542915344238
68,2018-03-01,20:00:00,1790.7677064291897,196.00830078125,1604.4270019531198,8.43941497802734
69,2018-03-01,21:00:00,1729.8045769078,212.042404174804,1760.42297363281,8.33919143676757
70,2018-03-01,22:00:00,1821.6383842468301,194.91389465332,1692.68896484375,8.48968791961669
71,2018-03-01,23:00:00,952.75457863041,200.440994262695,994.582702636718,6.85667896270751
72,2018-04-01,00:00:00,986.599776080699,196.39520263671798,1121.1669921875,6.9341068267822195
73,2018-04-01,01:00:00,1044.5796966908301,192.735397338867,1116.48706054687,7.062949180603019
74,2018-04-01,02:00:00,1277.72935520784,197.982803344726,1342.23901367187,7.538290977478019
75,2018-04-01,03:00:00,1101.65375891013,198.135498046875,1122.3349609375,7.185342788696281
76,2018-04-01,04:00:00,1254.9108716410801,192.13760375976503,1334.98095703125,7.4940800666809
77,2018-04-01,05:00:00,276.524587456894,201.918502807617,283.259307861328,4.7484622001647905
78,2018-04-01,06:00:00,1351.56118687753,208.917297363281,1512.9720458984302,7.678398132324211
79,2018-04-01,07:00:00,1620.25783272867,215.366104125976,1693.27099609375,8.15549182891845
80,2018-04-01,08:00:00,2516.4782958867604,198.772003173828,2362.26293945312,9.59900379180908
81,2018-04-01,09:00:00,362.62797589506897,195.176406860351,332.48208618164,5.106607913970941
82,2018-04-01,13:00:00,0.0,153.85560607910102,0.0,2.47681593894958
83,2018-04-01,14:00:00,0.0,106.450302124023,0.0,2.4848780632019
84,2018-04-01,15:00:00,376.30916571129404,81.8731002807617,0.0,5.1600317955017
85,2018-04-01,16:00:00,406.357731228394,47.264171600341705,338.650085449218,5.274309158325191
86,2018-04-01,17:00:00,1020.60883258414,52.7889289855957,1012.67602539062,7.010248184204099
87,2018-04-01,18:00:00,838.617786316946,40.3651695251464,871.51123046875,6.582440853118889
88,2018-04-01,19:00:00,1047.2019655183199,33.4983406066894,1190.81604003906,7.06866693496704
89,2018-04-01,20:00:00,444.919796023103,41.6153717041015,462.769897460937,5.415152072906491
90,2018-04-01,21:00:00,709.6956846328461,42.0880088806152,703.722106933593,6.24469423294067
91,2018-04-01,22:00:00,497.350886354553,23.5009498596191,470.200103759765,5.5970320701599094
92,2018-04-01,23:00:00,707.326292982995,30.0023193359375,688.835815429687,6.23816680908203
93,2018-05-01,00:00:00,827.5119849638271,12.580470085144,845.205017089843,6.5545940399169895
94,2018-05-01,01:00:00,895.215030395601,7.876725196838371,933.423217773437,6.72106218338012
95,2018-05-01,02:00:00,767.0202867068961,32.3004989624023,723.1392211914059,6.39893102645874
96,2018-05-01,03:00:00,153.473005494325,30.182540893554602,130.767105102539,4.16093921661376
97,2018-05-01,04:00:00,208.180679196511,29.7468204498291,183.669998168945,4.434104919433589
98,2018-05-01,05:00:00,456.789983064642,12.408329963684,435.02639770507795,5.45726490020751
99,2018-05-01,06:00:00,98.8175560537966,29.3313694000244,78.11549377441399,3.8369278907775803
100,2018-05-01,07:00:00,124.293036633509,52.0921211242675,90.014907836914,3.9805350303649902
101,2018-05-01,08:00:00,82.71048743224308,69.5399627685546,55.4453506469726,3.7348160743713303
102,2018-05-01,09:00:00,0.0,99.7596817016601,0.0,1.73819303512573
103,2018-05-01,10:00:00,0.0,40.3322715759277,0.0,2.0590839385986297
104,2018-05-01,11:00:00,0.0,24.338279724120998,0.0,1.3707280158996498
105,2018-05-01,12:00:00,43.35797330763761,308.27490234375,0.0,3.4180409908294602
106,2018-05-01,13:00:00,0.0,308.31201171875,0.0,2.1746571063995304
107,2018-05-01,14:00:00,0.0,261.11968994140597,0.0,2.17363405227661
108,2018-05-01,15:00:00,0.0,253.393096923828,0.0,1.76803004741668
109,2018-05-01,16:00:00,0.0,236.88690185546798,0.0,2.63357496261596
110,2018-05-01,17:00:00,25.718991696111498,241.49690246582,0.0,3.20185494422912
111,2018-05-01,18:00:00,0.0,222.74510192871003,0.0,2.82568001747131
112,2018-05-01,19:00:00,0.0,224.892395019531,0.0,2.44991397857666
113,2018-05-01,20:00:00,0.0,253.553497314453,0.0,2.2890191078186004
114,2018-05-01,21:00:00,0.0,238.510604858398,0.0,2.33049702644348
115,2018-05-01,22:00:00,0.0,231.913604736328,0.0,1.4523730278015101
116,2018-05-01,23:00:00,0.0,227.876495361328,0.0,1.38649201393127
117,2018-06-01,00:00:00,0.0,215.698104858398,0.0,0.5288957953453061
118,2018-06-01,01:00:00,0.0,140.09129333496,0.0,0.772655725479125
119,2018-06-01,02:00:00,0.0,215.384796142578,0.0,0.736934721469879
120,2018-06-01,03:00:00,0.0,277.847595214843,0.0,1.5526189804077102
121,2018-06-01,04:00:00,0.0,129.124694824218,0.0,0.52127331495285
122,2018-06-01,05:00:00,70.1004561332411,134.456497192382,0.0,3.6463189125061
123,2018-06-01,06:00:00,0.0,354.765686035156,0.0,1.41382896900177
124,2018-06-01,07:00:00,0.0,182.570602416992,0.0,0.865311384201049
125,2018-06-01,08:00:00,0.0,171.901992797851,0.0,0.9745398759841909
126,2018-06-01,09:00:00,0.0,150.773696899414,0.0,0.9634532928466791
127,2018-06-01,10:00:00,0.0,160.625900268554,0.0,2.4761140346527
128,2018-06-01,12:00:00,0.0,164.85510253906202,0.0,2.9910089969634996
129,2018-06-01,13:00:00,86.98783193831329,200.714202880859,0.0,3.76298904418945
130,2018-06-01,14:00:00,51.7298866323226,184.59840393066398,0.0,3.49758410453796
131,2018-06-01,15:00:00,222.02190499820202,205.46339416503898,140.950302124023,4.5001049041748
132,2018-06-01,16:00:00,40.3055268758735,206.58999633788997,0.0,3.3863608837127597
133,2018-06-01,17:00:00,184.55836209986,201.68029785156202,0.0,4.318597793579101
134,2018-06-01,18:00:00,407.126327680166,174.26390075683497,345.576385498046,5.27717876434326
135,2018-06-01,19:00:00,649.08994978245,189.644104003906,579.4661865234369,6.0735759735107395
136,2018-06-01,20:00:00,1737.1008422788098,190.77000427246003,1519.583984375,8.35125637054443
137,2018-06-01,21:00:00,3325.4075702619202,194.0751953125,3100.96899414062,11.1579599380493
138,2018-06-01,22:00:00,3584.5983266794897,197.763702392578,3601.65502929687,12.5795698165893
139,2018-06-01,23:00:00,3440.69476878414,197.29829406738202,3381.17797851562,11.578829765319801
140,2018-07-01,00:00:00,3397.57144243671,196.29469299316398,3147.27587890625,11.405460357666
141,2018-07-01,01:00:00,3112.9006111441304,195.49580383300702,2770.94897460937,10.6016798019409
142,2018-07-01,02:00:00,3379.09503784349,201.41499328613202,3117.30810546875,11.337739944458
143,2018-07-01,03:00:00,3561.7964294000703,204.31069946288997,3578.458984375,12.3067798614501
144,2018-07-01,04:00:00,3586.33927490694,205.189102172851,3597.19189453125,12.6083402633666
145,2018-07-01,05:00:00,3600.0,202.70750427246003,3445.29809570312,13.6811304092407
146,2018-07-01,06:00:00,3600.0,210.00999450683497,3443.59692382812,15.150609970092699
147,2018-07-01,07:00:00,3600.0,208.326095581054,3604.09497070312,15.9621801376342
148,2018-07-01,08:00:00,3597.7898297264896,207.707794189453,3600.10009765625,12.9632101058959
149,2018-07-01,09:00:00,3064.8626125016,200.578292846679,2915.78295898437,10.4980602264404
150,2018-07-01,10:00:00,3103.3836577746697,206.18919372558497,2980.375,10.580659866332999
151,2018-07-01,11:00:00,2856.66858292772,207.156005859375,2637.587890625,10.106679916381802
152,2018-07-01,12:00:00,3521.3609294146204,208.328399658203,3366.83203125,11.996219635009698
153,2018-07-01,13:00:00,3379.5200858756502,206.05540466308497,3211.55297851562,11.339260101318299
154,2018-07-01,14:00:00,3575.8450187290705,218.57209777832,3567.97705078125,12.4578504562377
155,2018-07-01,15:00:00,3572.0420509347996,221.285995483398,3572.7109375,12.412949562072699
156,2018-07-01,16:00:00,3571.28518099633,222.978805541992,3585.02392578125,12.4044303894042
157,2018-07-01,17:00:00,3528.4788159209206,218.09590148925702,3557.9150390625,12.0430002212524
158,2018-07-01,18:00:00,3489.2218078684496,214.248504638671,3394.59106445312,11.8097801208496
159,2018-07-01,19:00:00,3287.31739925169,213.56050109863202,3123.14892578125,11.042719841003402
160,2018-07-01,20:00:00,3597.8851214936208,211.921600341796,3503.59497070312,12.9809198379516
161,2018-07-01,21:00:00,3600.0,218.268203735351,3604.33203125,14.9669799804687
162,2018-07-01,22:00:00,3600.0,223.33619689941398,3604.287109375,13.1934099197387
163,2018-07-01,23:00:00,3346.50265899236,226.811004638671,3068.22290039062,11.22589969635
164,2018-08-01,00:00:00,2637.0685022604102,225.210800170898,2455.43310546875,9.76493740081787
165,2018-08-01,01:00:00,1792.9329902033498,222.849197387695,1699.4899902343698,8.44295120239257
166,2018-08-01,02:00:00,1250.85549654396,226.20080566406202,1164.52697753906,7.486260890960691
167,2018-08-01,03:00:00,842.831293258851,232.30369567871003,835.461181640625,6.592948913574211
168,2018-08-01,04:00:00,1348.22805443633,229.23030090332,1280.96496582031,7.672173976898191
169,2018-08-01,05:00:00,1172.11634935208,228.24070739746003,1114.97497558593,7.3307499885559
170,2018-08-01,06:00:00,586.715451436116,232.15989685058497,544.71337890625,5.8845100402832005
171,2018-08-01,07:00:00,1272.40700229058,218.547393798828,1078.05200195312,7.52799892425537
172,2018-08-01,08:00:00,386.712943890912,182.637802124023,361.319213867187,5.200066089630121
173,2018-08-01,09:00:00,157.002906646509,200.908294677734,183.456298828125,4.17917108535766
174,2018-08-01,10:00:00,0.0,176.25259399413997,8.48479557037353,2.79178595542907
175,2018-08-01,11:00:00,0.0,198.29699707031202,12.8200101852416,2.89745903015136
176,2018-08-01,12:00:00,148.811441303007,218.119003295898,130.725692749023,4.13673210144042
177,2018-08-01,13:00:00,0.0,201.684906005859,2.42646193504333,2.68987894058227
178,2018-08-01,14:00:00,0.0,229.63049316406202,0.0,2.41870689392089
179,2018-08-01,15:00:00,66.5409785653146,241.085800170898,0.0,3.6196110248565603
180,2018-08-01,16:00:00,164.263932669198,220.930099487304,0.0,4.2164077758789
181,2018-08-01,17:00:00,585.1930068484011,217.41979980468702,498.325805664062,5.8798279762267995
182,2018-08-01,18:00:00,748.8751800686509,208.448104858398,669.584777832031,6.35085391998291
183,2018-08-01,19:00:00,731.9157626263451,219.52020263671798,629.8114013671869,6.30530500411987
184,2018-08-01,20:00:00,791.166082378901,218.555206298828,626.78662109375,6.461894989013669
185,2018-08-01,21:00:00,1155.1965701908,217.398300170898,1030.68005371093,7.29638814926147
186,2018-08-01,22:00:00,1020.6660970986699,230.510299682617,1000.24298095703,7.01037502288818
187,2018-08-01,23:00:00,512.211157560185,240.082107543945,428.976898193359,5.64671182632446
188,2018-09-01,00:00:00,316.054326055266,241.682205200195,248.94630432128898,4.91777801513671
189,2018-09-01,01:00:00,331.524614496799,244.47940063476503,269.162994384765,4.98173284530639
190,2018-09-01,02:00:00,558.617314508017,263.54019165039,487.211791992187,5.79694509506225
191,2018-09-01,03:00:00,420.689013479746,271.970306396484,365.860290527343,5.327391147613519
192,2018-09-01,04:00:00,162.774725536879,269.709106445312,126.82319641113199,4.20879983901977
193,2018-09-01,05:00:00,18.048047053704103,285.959991455078,20.552379608154197,3.05612611770629
194,2018-09-01,06:00:00,0.0,325.053985595703,0.0,2.47292494773864
195,2018-09-01,07:00:00,16.446139369848403,349.52359008789,0.0,3.0134871006011896
196,2018-09-01,08:00:00,0.0,14.1450901031494,0.0,2.5017840862274103
197,2018-09-01,09:00:00,0.0,50.205650329589794,0.0,1.9901930093765199
198,2018-09-01,10:00:00,28.7657796782623,65.5958709716796,0.0,3.2467350959777797
199,2018-09-01,11:00:00,49.131176860377295,76.3183898925781,30.5694904327392,3.4738988876342702
200,2018-09-01,12:00:00,0.0,75.3017120361328,0.0,2.9564540386199902
201,2018-09-01,13:00:00,183.32541020062402,73.29966735839841,167.970703125,4.3124680519103995
202,2018-09-01,14:00:00,303.309897241478,72.1163864135742,260.996002197265,4.864133834838861
203,2018-09-01,15:00:00,431.34304271749903,64.3152313232421,362.509094238281,5.36628103256225
204,2018-09-01,16:00:00,612.707462686899,71.78125,553.2454833984369,5.963379859924309
205,2018-09-01,17:00:00,1295.0449006349302,74.0887069702148,1232.54504394531,7.571588039398191
206,2018-09-01,18:00:00,1343.42929624392,74.61650085449209,1290.38598632812,7.66319704055786
207,2018-09-01,19:00:00,817.865424039827,70.2608337402343,805.143798828125,6.530227184295651
208,2018-09-01,20:00:00,614.6332115653701,80.01422119140621,652.52978515625,5.9691448211669895
209,2018-09-01,21:00:00,568.707805515294,90.0549011230468,879.7988891601559,5.8286747932434
210,2018-09-01,22:00:00,584.814262643591,105.66590118408199,654.259582519531,5.878662109375
211,2018-09-01,23:00:00,163.695624241362,108.214500427246,255.24169921875,4.21350622177124
212,2018-10-01,00:00:00,496.34395894142,131.157897949218,472.515991210937,5.5936369895935
213,2018-10-01,01:00:00,268.944520164255,137.291305541992,281.873809814453,4.71498584747314
214,2018-10-01,02:00:00,0.0,145.102996826171,0.0,1.4700700044631898
215,2018-10-01,03:00:00,31.0384351856956,135.206497192382,0.0,3.27747297286987
216,2018-10-01,04:00:00,0.0,115.258903503417,0.0,1.6334760189056299
217,2018-10-01,05:00:00,0.0,34.5308685302734,0.0,1.33716905117034
218,2018-10-01,06:00:00,0.0,155.023300170898,0.0,1.281996011734
219,2018-10-01,07:00:00,0.0,62.7766494750976,0.0,0.878756701946258
220,2018-10-01,08:00:00,0.0,226.198699951171,0.0,2.36864805221557
221,2018-10-01,09:00:00,0.0,145.72619628906202,0.0,1.24316394329071
222,2018-10-01,10:00:00,0.0,114.13690185546801,0.0,1.5242099761962802
223,2018-10-01,11:00:00,0.0,139.43699645996,0.0,1.79615902900695
224,2018-10-01,12:00:00,0.0,74.358543395996,0.0,1.13106596469879
225,2018-10-01,13:00:00,0.0,128.096405029296,0.0,1.78085803985595
226,2018-10-01,14:00:00,55.3096678552001,103.270103454589,0.0,3.52895188331604
227,2018-10-01,15:00:00,0.0,251.93060302734298,0.0,2.2125658988952597
228,2018-10-01,16:00:00,56.6099997481624,208.26170349121003,49.847728729248,3.54001688957214
229,2018-10-01,17:00:00,1224.5205788504902,210.68350219726503,1065.64294433593,7.43503808975219
230,2018-10-01,18:00:00,1142.2484725494699,204.49169921875,940.627319335937,7.269858837127679
231,2018-10-01,19:00:00,1079.99950920743,217.436798095703,893.150024414062,7.139407157897941
232,2018-10-01,20:00:00,19.075714172751802,244.907394409179,25.315259933471605,3.0800828933715803
233,2018-10-01,21:00:00,35.665993316838495,228.925094604492,9.35847759246826,3.33462595939636
234,2018-10-01,22:00:00,25.981295365567302,236.26930236816398,0.0,3.20591402053833
235,2018-10-01,23:00:00,991.528373896627,222.71409606933497,800.6533203125,6.9452428817749
236,2018-11-01,00:00:00,1003.0676494556401,227.347305297851,968.4990844726559,6.9711799621582005
237,2018-11-01,01:00:00,1225.9554275088099,221.58039855957,917.738525390625,7.4378490447998
238,2018-11-01,02:00:00,821.428914876312,211.543502807617,751.5518188476559,6.53924798965454
239,2018-11-01,03:00:00,290.97344472222,207.77099609375,254.66090393066398,4.81135988235473
240,2018-11-01,04:00:00,741.6419799716381,198.009796142578,664.981628417968,6.33150100708007
241,2018-11-01,05:00:00,1194.99160895816,193.880096435546,1068.9599609375,7.376666069030759
242,2018-11-01,06:00:00,133.70248998253402,169.38879394531202,100.29840087890601,4.05725002288818
243,2018-11-01,07:00:00,311.955305025227,196.90260314941398,230.16969299316398,4.9006199836730895
244,2018-11-01,08:00:00,315.266412099691,172.988006591796,276.63018798828097,4.9144868850708
245,2018-11-01,09:00:00,2965.22270711328,154.169998168945,2396.17504882812,10.3004903793334
246,2018-11-01,10:00:00,2217.15435509404,0.0,0.0,9.113118171691891
247,2018-11-01,11:00:00,1586.34875402038,173.06610107421798,1536.4739990234302,8.09755706787109
248,2018-11-01,12:00:00,2037.9407270562301,193.50210571288997,2178.0849609375,8.834570884704581
249,2018-11-01,13:00:00,2183.17432245848,181.406799316406,1939.5849609375,9.060670852661131
250,2018-11-01,14:00:00,1793.4534300539199,173.303497314453,1826.54296875,8.44380092620849
251,2018-11-01,15:00:00,1137.04648240905,162.860198974609,1104.77795410156,7.25914287567138
252,2018-11-01,16:00:00,882.209093581646,168.902404785156,932.484985351562,6.68968105316162
253,2018-11-01,17:00:00,2123.1576496140196,184.55310058593702,2031.52001953125,8.96765041351318
254,2018-11-01,18:00:00,1965.73630570368,194.34539794921798,1914.2679443359302,8.72071075439453
255,2018-11-01,19:00:00,1685.4811094946601,205.367492675781,1791.38000488281,8.26546192169189
256,2018-11-01,20:00:00,2597.60884365868,212.03750610351503,2437.36596679687,9.70918083190917
257,2018-11-01,21:00:00,978.925804753312,210.18629455566398,1002.46002197265,6.916697978973381
258,2018-11-01,22:00:00,2172.86765544337,210.230194091796,2091.77490234375,9.04473304748535
259,2018-11-01,23:00:00,1125.29723484392,215.965301513671,1140.55798339843,7.234817028045651
260,2018-12-01,00:00:00,764.487870875376,223.78649902343702,728.572021484375,6.3922610282897905
261,2018-12-01,01:00:00,32.4656547431368,249.960998535156,0.0,3.29580307006835
262,2018-12-01,02:00:00,85.937972805802,210.68060302734298,0.0,3.75615096092224
263,2018-12-01,03:00:00,141.089350202128,216.00709533691398,40.172538757324205,4.09630489349365
264,2018-12-01,04:00:00,30.605660610021896,198.906799316406,0.0,3.2717740535736
265,2018-12-01,05:00:00,18.5215052211897,196.488494873046,15.847860336303699,3.0674300193786603
266,2018-12-01,06:00:00,73.715430442262,193.761398315429,51.47705078125,3.67260694503784
267,2018-12-01,07:00:00,0.0,191.36570739746003,0.0,2.5293331146240203
268,2018-12-01,08:00:00,0.0,201.475692749023,0.0,1.5807210206985398
269,2018-12-01,09:00:00,0.0,167.468795776367,0.0,0.728607714176177
270,2018-12-01,10:00:00,80.77266108118509,215.207199096679,0.0,3.72176909446716
271,2018-12-01,11:00:00,0.0,199.787200927734,0.0,1.66373002529144
272,2018-12-01,12:00:00,0.0,238.827804565429,0.0,2.25904393196105
273,2018-12-01,13:00:00,0.0,298.99868774414,0.0,1.2808129787445
274,2018-12-01,14:00:00,0.0,291.99609375,0.0,1.95483899116516
275,2018-12-01,15:00:00,0.0,318.26129150390597,0.0,1.9378869533538798
276,2018-12-01,16:00:00,0.0,12.3290996551513,0.0,2.63306307792663
277,2018-12-01,17:00:00,0.0,69.18496704101561,0.0,2.38140201568603
278,2018-12-01,18:00:00,56.580646086496,35.2826805114746,39.227989196777294,3.5397689342498704
279,2018-12-01,19:00:00,404.781983899104,50.3271903991699,411.608306884765,5.2684178352355895
280,2018-12-01,20:00:00,236.404738086971,52.230030059814396,217.44630432128898,4.56740379333496
281,2018-12-01,21:00:00,277.936306574791,66.02411651611321,258.70849609375,4.75466012954711
282,2018-12-01,22:00:00,333.29282856572996,67.5753936767578,301.55450439453097,4.9889631271362305
283,2018-12-01,23:00:00,615.092156052052,56.5487098693847,670.2421875,5.9705171585083
284,2018-01-13,00:00:00,714.578829541626,60.6869087219238,777.2919921875,6.25810718536376
285,2018-01-13,01:00:00,777.301584259095,57.3380699157714,855.397216796875,6.42587995529174
286,2018-01-13,02:00:00,790.156079895003,51.4576301574707,951.307495117187,6.459283828735349
287,2018-01-13,03:00:00,956.39793906209,55.84836959838861,1060.42504882812,6.8650951385498
288,2018-01-13,04:00:00,1598.17180084836,58.8171081542968,1928.7790527343698,8.117819786071768
289,2018-01-13,05:00:00,2773.58437355875,58.8664398193359,2611.79711914062,9.97043895721435
290,2018-01-13,06:00:00,2579.5866793550304,59.2867317199707,2527.84301757812,9.68420314788818
291,2018-01-13,07:00:00,2386.59783780003,65.15235900878899,2441.51098632812,9.37287616729736
292,2018-01-13,08:00:00,3368.08739648283,67.2544021606445,3342.84008789062,11.2989501953125
293,2018-01-13,09:00:00,3461.6638485052003,63.447818756103494,3303.51708984375,11.6729202270507
294,2018-01-13,10:00:00,3457.69243675135,64.4128036499023,3333.4130859375,11.654509544372498
295,2018-01-13,11:00:00,3600.0,60.2080993652343,3595.88305664062,13.272520065307601
296,2018-01-13,12:00:00,3478.7542285698805,56.205318450927706,3504.56201171875,11.755760192871001
297,2018-01-13,13:00:00,3600.0,60.929698944091705,3603.51098632812,14.5413303375244
298,2018-01-13,14:00:00,3600.0,56.782379150390604,3596.76196289062,13.271949768066401
299,2018-01-13,15:00:00,3492.8079560214196,55.3191108703613,3361.23706054687,11.8289403915405
300,2018-01-13,16:00:00,3591.40153247346,49.592990875244105,3535.2509765625,12.7076997756958
301,2018-01-13,17:00:00,3600.0,50.6900291442871,3588.05102539062,14.000690460205
302,2018-01-13,18:00:00,3588.13794277755,50.1244888305664,3549.2490234375,12.640489578247001
303,2018-01-13,19:00:00,3600.0,49.19858932495111,3510.7548828125,13.7945499420166
304,2018-01-13,20:00:00,3600.0,40.7984199523925,3488.8720703125,13.0531101226806
305,2018-01-13,21:00:00,3436.28165253566,44.166690826415994,2054.14892578125,11.559940338134698
306,2018-01-13,22:00:00,3600.0,42.4589385986328,980.982116699218,14.878930091857901
307,2018-01-13,23:00:00,3593.22744489318,39.1841392517089,360.869812011718,12.7530603408813
308,2018-01-14,00:00:00,3600.0,34.1698608398437,390.611694335937,14.911390304565401
309,2018-01-14,01:00:00,3600.0,34.0883102416992,1217.88403320312,16.0803604125976
310,2018-01-14,02:00:00,3600.0,34.1755294799804,434.62368774414,14.744729995727502
311,2018-01-14,03:00:00,3600.0,34.2409896850585,1241.89404296875,16.0805892944335
312,2018-01-14,04:00:00,3600.0,36.8366394042968,788.5352172851559,13.5261898040771
